* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-02-01 13:46:37 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20221128.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2022-11-28 13:14:19 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Melt Curve Result]
Well	Well Position	Sample	Target Name	Tm	Melt Peak Height
1	A1	296	CAM	68.215	1,690.072
2	A2	296	CAM	74.913	32,770.379
3	A3	296	SYM	59.994	2,000.119
4	A4	296	SYM	59.994	1,747.209
5	A5	315	CAM	74.911	27,917.578
5	A5	315	CAM	79.477	16,138.225
6	A6	315	CAM	62.734	1,263.445
7	A7	315	SYM	82.533	27,099.598
7	A7	315	SYM	87.864	19,645.387
8	A8	315	SYM	81.619	21,428.705
8	A8	315	SYM	87.864	17,061.922
8	A8	315	SYM	68.979	9,168.166
9	A9	248	CAM	75.255	65,089.785
10	A10	248	CAM	75.102	61,389.949
11	A11	248	SYM	87.721	62,122.211
12	A12	248	SYM	87.568	53,312.227
13	B1	299	CAM	75.218	69,235.875
14	B2	299	CAM	75.066	64,855.953
15	B3	299	SYM	83.333	23,386.273
15	B3	299	SYM	87.604	22,834.732
16	B4	299	SYM	85.316	14,164.477
16	B4	299	SYM	87.757	13,343.870
16	B4	299	SYM	68.536	7,828.555
16	B4	299	SYM	74.333	7,477.698
17	B5	223	CAM	75.215	64,008.773
18	B6	223	CAM	75.215	66,306.109
19	B7	223	SYM	87.712	45,787.586
20	B8	223	SYM	87.864	27,696.502
21	B9	267	CAM	74.950	32,695.535
22	B10	267	CAM	75.102	53,843.930
23	B11	267	SYM	87.721	60,785.453
24	B12	267	SYM	87.568	58,540.125
25	C1	300	CAM	75.066	68,511.281
26	C2	300	CAM	75.066	61,345.230
27	C3	300	SYM	87.757	42,034.859
28	C4	300	SYM	87.757	40,815.531
29	C5	307	CAM	75.063	68,671.727
30	C6	307	CAM	75.063	66,478.672
31	C7	307	SYM	87.712	47,628.887
32	C8	307	SYM	87.712	45,494.227
33	C9	36	CAM	75.102	69,030.219
34	C10	36	CAM	75.102	52,933.156
35	C11	36	SYM	87.568	43,809.047
