* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 02-23-2023
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 02-23-2023
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 02-23-2023
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 02-23-2023
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 02-23-2023
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 02-23-2023
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 02-23-2023
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 02-23-2023
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 02-23-2023
* Calibration ROI is expired  = No
* Calibration ROI performed on = 02-23-2023
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 02-23-2023
* Chemistry = SYBR_GREEN
* Date Created = 2023-03-01 20:13:43 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20230301_3.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2023-03-01 17:38:57 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Melt Curve Result]
Well	Well Position	Sample	Target Name	Tm	Melt Peak Height
1	A1	382	CAM	75.407	98,358.422
2	A2	382	CAM	75.407	108,010.742
3	A3	382	SYM	87.988	78,467.719
4	A4	382	SYM	87.988	78,426.305
5	A5	400	CAM	75.402	120,380.414
6	A6	400	CAM	75.402	116,654.258
7	A7	400	SYM	87.949	77,245.914
8	A8	400	SYM	88.251	76,600.836
9	A9	413	CAM	75.584	120,120.906
10	A10	413	CAM	75.433	124,654.430
11	A11	413	SYM	87.810	80,082.414
12	A12	413	SYM	87.810	79,273.414
13	B1	383	CAM	75.256	108,673.844
14	B2	383	CAM	75.407	107,489.375
15	B3	383	SYM	87.988	70,430.734
16	B4	383	SYM	87.836	72,183.281
17	B5	401	CAM	75.402	103,616.148
18	B6	401	CAM	75.402	111,781.859
19	B7	401	SYM	87.949	65,966.477
20	B8	401	SYM	87.949	64,785.805
21	B9	415	CAM	75.433	126,575.109
22	B10	415	CAM	75.433	116,513.414
23	B11	415	SYM	87.658	91,862.680
24	B12	415	SYM	87.658	70,326.148
25	C1	391	CAM	75.256	119,697.766
26	C2	391	CAM	75.407	116,495.836
27	C3	391	SYM	87.836	79,727.297
28	C4	391	SYM	87.836	78,852.828
29	C5	404	CAM	75.402	119,968.453
30	C6	404	CAM	75.402	117,204.984
31	C7	404	SYM	87.798	74,300.023
32	C8	404	SYM	87.798	73,830.922
33	C9	425	CAM	75.433	124,045.719
34	C10	425	CAM	75.433	119,786.289
35	C11	425	SYM	87.658	81,951.391
36	C12	425	SYM	87.658	91,404.438
37	D1	392	CAM	75.256	106,702.547
38	D2	392	CAM	75.256	118,956.875
39	D3	392	SYM	87.836	70,626.617
40	D4	392	SYM	87.836	69,259.062
41	D5	405	CAM	75.402	107,361.820
42	D6	405	CAM	75.402	102,158.461
43	D7	405	SYM	87.798	59,074.578
