* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-01-25 16:22:50 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20221206.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2022-12-06 15:58:26 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Melt Curve Result]
Well	Well Position	Sample	Target Name	Tm	Melt Peak Height
1	A1	64	CAM	75.195	43,480.555
2	A2	64	CAM	75.195	45,719.965
3	A3	64	Sym	88.293	24,409.629
4	A4	64	Sym	88.293	25,561.562
5	A5	74	CAM	75.037	60,373.055
6	A6	74	CAM	75.037	56,399.605
7	A7	74	Sym	88.248	37,704.598
8	A8	74	Sym	88.094	35,801.871
9	A9	121	CAM	75.076	59,729.168
10	A10	121	CAM	74.923	70,407.734
11	A11	121	Sym	87.944	26,464.430
12	A12	121	Sym	87.944	28,278.840
13	B1	65	CAM	74.888	44,011.801
14	B2	65	CAM	75.041	37,320.145
15	B3	65	Sym	87.985	30,940.246
16	B4	65	Sym	87.985	30,912.137
17	B5	75	CAM	75.037	51,453.445
18	B6	75	CAM	75.037	47,893.773
19	B7	75	Sym	88.094	29,472.047
20	B8	75	Sym	87.941	34,977.312
21	B9	122	CAM	75.076	57,317.262
22	B10	122	CAM	74.923	64,687.031
23	B11	122	Sym	87.791	36,788.000
24	B12	122	Sym	87.791	35,442.508
25	C1	66	CAM	75.041	47,745.320
26	C2	66	CAM	74.888	49,346.375
27	C3	66	Sym	87.985	29,775.750
28	C4	66	Sym	87.985	27,381.590
29	C5	76	CAM	74.884	14,288.496
30	C6	76	CAM	74.884	16,505.119
31	C7	76	Sym	87.941	20,864.441
32	C8	76	Sym	88.094	22,987.812
33	C9	123	CAM	75.076	58,124.156
34	C10	123	CAM	75.076	60,229.031
35	C11	123	Sym	87.791	23,198.676
36	C12	123	Sym	87.791	23,701.846
37	D1	67	CAM	74.888	30,512.875
38	D2	67	CAM	74.888	30,468.535
39	D3	67	Sym	87.985	20,422.668
40	D4	67	Sym	87.831	21,198.223
41	D5	77	CAM	74.884	42,189.289
42	D6	77	CAM	74.884	44,384.762
43	D7	77	Sym	87.787	24,014.301
