* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 02-23-2023
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 02-23-2023
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 02-23-2023
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 02-23-2023
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 02-23-2023
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 02-23-2023
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 02-23-2023
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 02-23-2023
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 02-23-2023
* Calibration ROI is expired  = No
* Calibration ROI performed on = 02-23-2023
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 02-23-2023
* Chemistry = SYBR_GREEN
* Date Created = 2023-03-06 19:24:37 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20230306_2.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2023-03-06 16:01:38 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Melt Curve Result]
Well	Well Position	Sample	Target Name	Tm	Melt Peak Height
1	A1	266	CAM	75.558	91,479.922
2	A2	266	CAM	75.408	114,748.016
3	A3	266	SYM	88.030	72,523.062
4	A4	266	SYM	88.030	61,431.656
5	A5	279	CAM	75.564	126,365.883
6	A6	279	CAM	75.415	143,398.781
7	A7	279	SYM	87.983	79,973.273
8	A8	279	SYM	87.983	82,721.008
9	A9	308	CAM	75.442	129,990.148
10	A10	308	CAM	75.442	137,039.500
11	A11	308	SYM	87.842	80,831.602
12	A12	308	SYM	87.842	73,804.141
13	B1	268	CAM	75.258	119,798.836
14	B2	268	CAM	75.408	129,958.766
15	B3	268	SYM	87.880	77,037.953
16	B4	268	SYM	87.880	84,147.031
17	B5	281	CAM	75.415	133,288.031
18	B6	281	CAM	75.415	125,023.422
19	B7	281	SYM	87.833	76,693.906
20	B8	281	SYM	87.833	77,229.352
21	B9	309	CAM	75.442	118,198.156
22	B10	309	CAM	75.442	121,513.414
23	B11	309	SYM	87.692	83,315.523
24	B12	309	SYM	87.692	69,605.484
25	C1	269	CAM	63.586	2,424.684
26	C2	269	CAM	91.719	797.341
26	C2	269	CAM	63.586	2,282.475
26	C2	269	CAM	74.361	1,561.929
26	C2	269	CAM	84.835	901.953
26	C2	269	CAM	70.769	1,697.388
27	C3	269	SYM	83.382	5,014.713
27	C3	269	SYM	75.436	3,611.166
28	C4	269	SYM	81.883	40,521.484
29	C5	284	CAM	75.115	68,476.562
30	C6	284	CAM	64.035	2,092.255
31	C7	284	SYM	73.613	1,258.375
31	C7	284	SYM	90.228	337.526
31	C7	284	SYM	84.540	491.750
31	C7	284	SYM	77.805	1,099.055
31	C7	284	SYM	80.798	733.382
32	C8	284	SYM	60.291	2,552.225
33	C9	310	CAM	75.442	111,715.312
34	C10	310	CAM	75.442	129,110.086
35	C11	310	SYM	87.692	81,721.234
36	C12	310	SYM	87.692	86,478.062
37	D1	271	CAM	74.809	6,015.319
37	D1	271	CAM	84.536	774.139
38	D2	271	CAM	74.959	50,253.848
39	D3	271	SYM	80.084	16,809.262
39	D3	271	SYM	85.331	5,287.627
40	D4	271	SYM	79.634	19,263.686
40	D4	271	SYM	87.730	13,591.754
41	D5	285	CAM	75.115	74,348.695
42	D6	285	CAM	91.885	512.842
42	D6	285	CAM	82.751	750.170
42	D6	285	CAM	86.494	664.944
42	D6	285	CAM	79.158	1,086.009
42	D6	285	CAM	74.666	1,323.307
43	D7	285	SYM	62.986	2,011.251
44	D8	285	SYM	60.890	2,676.331
45	D9	311	CAM	75.442	131,101.062
46	D10	311	CAM	75.442	131,355.125
47	D11	311	SYM	87.692	75,542.836
48	D12	311	SYM	87.692	73,498.719
49	E1	272	CAM	75.408	128,925.336
50	E2	272	CAM	75.408	142,731.281
51	E3	272	SYM	87.880	76,605.906
52	E4	272	SYM	87.880	76,839.977
53	E5	288	CAM	64.185	1,872.773
54	E6	288	CAM	75.115	59,843.336
55	E7	288	SYM	90.977	448.113
55	E7	288	SYM	79.152	1,032.051
55	E7	288	SYM	84.989	617.307
55	E7	288	SYM	74.062	1,295.984
55	E7	288	SYM	82.295	584.310
56	E8	288	SYM	87.833	6,510.225
57	E9	316	CAM	75.292	102,414.992
58	E10	316	CAM	75.292	109,667.328
59	E11	316	SYM	87.692	74,408.000
60	E12	316	SYM	87.692	67,158.609
61	F1	276	CAM	75.258	117,406.234
62	F2	276	CAM	75.408	117,298.539
63	F3	276	SYM	87.730	82,489.562
64	F4	276	SYM	87.730	77,484.750
65	F5	290	CAM	75.415	121,887.492
66	F6	290	CAM	75.415	107,628.750
67	F7	290	SYM	87.833	76,312.289
68	F8	290	SYM	87.684	77,779.664
69	F9	318	CAM	75.292	107,178.484
70	F10	318	CAM	75.142	91,685.062
71	F11	318	SYM	87.692	79,664.547
72	F12	318	SYM	87.692	82,088.633
73	G1	277	CAM	59.995	1,834.586
74	G2	277	CAM	59.995	2,135.624
75	G3	277	SYM	59.994	2,388.207
76	G4	277	SYM	59.994	2,714.415
77	G5	291	CAM	60.741	1,834.870
78	G6	291	CAM	65.533	2,053.300
