* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-01-25 16:20:36 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20230120.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2023-01-20 13:32:30 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Melt Curve Result]
Well	Well Position	Sample	Target Name	Tm	Melt Peak Height
1	A1	106	CAM	75.212	95,292.094
2	A2	106	CAM	75.212	95,329.688
3	A3	106	SYM	88.053	71,402.297
4	A4	106	SYM	87.901	71,008.984
5	A5	134	CAM	75.210	112,167.977
6	A6	134	CAM	75.210	111,813.594
7	A7	134	SYM	87.845	67,107.609
8	A8	134	SYM	87.845	75,124.453
9	A9	144	CAM	75.253	105,770.461
10	A10	144	CAM	75.253	106,477.555
11	A11	144	SYM	87.706	84,729.625
12	A12	144	SYM	87.706	82,426.844
13	B1	107	CAM	75.212	106,026.828
14	B2	107	CAM	75.212	105,638.625
15	B3	107	SYM	87.901	70,364.172
16	B4	107	SYM	87.901	69,487.609
17	B5	135	CAM	75.210	97,812.727
18	B6	135	CAM	75.210	102,319.156
19	B7	135	SYM	87.693	67,062.812
20	B8	135	SYM	87.845	68,896.156
21	B9	145	CAM	75.253	101,356.172
22	B10	145	CAM	75.253	109,655.023
23	B11	145	SYM	87.706	67,289.156
24	B12	145	SYM	87.706	71,358.281
25	C1	109	CAM	75.212	96,008.125
26	C2	109	CAM	75.212	96,808.359
27	C3	109	SYM	87.901	64,165.609
28	C4	109	SYM	87.748	67,001.766
29	C5	136	CAM	75.210	104,014.062
30	C6	136	CAM	75.210	103,890.344
31	C7	136	SYM	87.693	71,180.078
32	C8	136	SYM	87.693	67,361.906
33	C9	146	CAM	75.253	105,648.602
34	C10	146	CAM	75.253	106,050.734
35	C11	146	SYM	87.706	68,033.375
36	C12	146	SYM	87.706	70,925.734
37	D1	110	CAM	75.212	92,280.258
38	D2	110	CAM	75.212	94,153.555
39	D3	110	SYM	87.748	70,451.508
40	D4	110	SYM	87.748	66,717.422
41	D5	137	CAM	75.210	98,321.062
42	D6	137	CAM	75.210	92,969.586
43	D7	137	SYM	87.693	59,765.195
